brand,model,price_usd,rating,sentiment,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,helpful_votes,cluster,age,country,verified_purchase,source
Realme,Realme 12 Pro,332.32,4,Positive,3,4,4,4,4,3,1,18,Canada,False,BestBuy
Apple,iPhone 15 Pro,1406.75,4,Positive,3,4,3,5,3,3,1,41,USA,False,store
Samsung,Galaxy Note 20,424.28,3,Negative,1,2,4,1,2,3,0,20,India,True,AliExpress
Realme,Realme 12 Pro,347.45,3,Neutral,1,2,2,2,2,1,0,21,Australia,False,store
Apple,iPhone 13,1108.19,5,Positive,4,5,5,5,4,5,1,18,USA,False,Flipkart
Realme,Realme Narzo 70,542.46,3,Neutral,3,4,4,5,3,6,1,37,UK,True,Amazon
OnePlus,OnePlus 11R,660.13,4,Positive,2,5,2,4,4,9,1,50,Canada,True,BestBuy
Realme,Realme Narzo 70,309.97,1,Negative,1,1,2,2,1,0,0,40,USA,True,eBay
OnePlus,OnePlus Nord 3,820.26,3,Negative,2,1,4,1,2,7,0,31,UAE,True,eBay
Motorola,Moto G Power,461.2,3,Neutral,2,4,2,4,4,0,1,18,Brazil,True,Flipkart
Motorola,Moto G Power,791.26,1,Neutral,3,1,1,1,2,2,0,18,Germany,False,Flipkart
Samsung,Galaxy S24,782.41,4,Positive,4,3,3,4,4,6,1,26,Germany,True,eBay
Samsung,Galaxy Note 20,487.34,4,Positive,4,4,4,4,4,4,1,40,Canada,True,Flipkart
Google,Pixel 6,560.72,3,Neutral,2,2,4,3,3,2,0,18,India,True,BestBuy
Xiaomi,Redmi Note 13,564.11,3,Neutral,1,3,2,3,3,2,0,18,India,True,Amazon
Samsung,Galaxy S24,592.37,3,Positive,1,5,1,3,3,2,1,36,India,True,BestBuy
Xiaomi,Poco X6,362.23,1,Negative,1,1,1,1,1,3,0,34,UAE,True,eBay
Xiaomi,Redmi Note 13,301.66,4,Positive,3,3,3,4,1,3,1,42,Canada,True,BestBuy
Xiaomi,Mi 13 Pro,374.72,3,Neutral,1,1,3,2,3,2,0,18,UK,True,AliExpress
Xiaomi,Mi 13 Pro,387.36,4,Positive,3,2,4,4,5,1,1,18,India,True,Flipkart
Xiaomi,Redmi Note 13,258.98,2,Negative,3,2,2,1,1,4,0,30,USA,True,Flipkart
Motorola,Edge 50,278.61,4,Positive,3,4,4,4,3,3,1,34,Brazil,True,eBay
Xiaomi,Poco X6,354.35,4,Positive,4,3,4,4,5,4,1,36,Canada,True,AliExpress
Xiaomi,Redmi Note 13,390.25,2,Neutral,1,1,1,2,1,0,0,46,India,True,Amazon
Realme,Realme 12 Pro,532.85,4,Positive,4,2,5,5,3,3,1,25,India,True,Amazon
Apple,iPhone SE,1255.05,1,Negative,2,1,2,3,1,0,0,42,Brazil,False,store
Apple,iPhone 13,750.64,2,Neutral,3,4,1,2,1,3,0,18,Brazil,True,Flipkart
Xiaomi,Poco X6,345.11,3,Positive,3,3,2,1,2,5,0,42,Brazil,False,BestBuy
OnePlus,OnePlus 11R,495.38,5,Positive,5,5,3,3,5,8,1,33,Germany,False,eBay
OnePlus,OnePlus 11R,550.27,2,Negative,2,1,1,1,2,4,0,38,USA,False,eBay
Apple,iPhone 14,763.55,5,Positive,3,5,5,5,4,5,1,24,Canada,True,BestBuy
Google,Pixel 6,872.26,4,Positive,2,2,4,2,3,6,1,25,UK,False,Amazon
Xiaomi,Redmi Note 13,218.58,3,Positive,3,2,2,3,2,7,1,18,Australia,True,Flipkart
OnePlus,OnePlus 12,923.24,2,Neutral,4,4,4,3,4,2,1,35,Australia,True,eBay
OnePlus,OnePlus Nord 3,912.51,3,Positive,2,4,4,2,3,6,1,42,Canada,True,BestBuy
Motorola,Moto G Power,769.74,3,Positive,2,2,1,2,2,6,0,25,Germany,True,Flipkart
Samsung,Galaxy Note 20,927.24,1,Negative,1,1,1,1,1,1,0,29,Germany,True,Flipkart
Samsung,Galaxy Z Flip,535.1,4,Neutral,4,4,2,3,3,2,1,29,Brazil,True,eBay
Xiaomi,Poco X6,270.11,2,Positive,1,1,1,2,2,3,0,32,UAE,True,Amazon
Google,Pixel 6,719.32,4,Positive,3,3,4,5,2,5,1,24,UAE,False,eBay
Xiaomi,Mi 13 Pro,411.98,5,Positive,4,3,5,4,5,6,1,41,Australia,False,eBay
Apple,iPhone 14,1281.73,4,Positive,4,5,4,5,2,8,1,33,USA,True,BestBuy
Realme,Realme 12 Pro,529.59,4,Positive,3,2,2,2,3,4,1,56,USA,True,AliExpress
Samsung,Galaxy A55,696.67,4,Neutral,3,4,4,2,3,1,1,24,Germany,False,Flipkart
Google,Pixel 7a,748.26,5,Positive,3,3,5,5,5,8,1,24,UK,False,AliExpress
Motorola,Razr 40,414.98,3,Neutral,1,1,2,4,2,3,0,18,UAE,True,BestBuy
Motorola,Razr 40,283.71,5,Positive,4,5,5,5,4,4,1,30,UK,True,AliExpress
Xiaomi,Redmi Note 13,291.25,3,Positive,2,3,1,3,2,5,0,35,India,True,Flipkart
OnePlus,OnePlus 11R,828.08,1,Negative,1,1,1,1,2,0,0,27,India,True,eBay
Google,Pixel 7a,978.5,3,Positive,4,3,2,3,2,3,1,18,Canada,True,Amazon
OnePlus,OnePlus 11R,536.75,4,Positive,2,4,1,4,3,6,1,20,Canada,True,Amazon
Samsung,Galaxy Note 20,796.95,5,Positive,4,4,4,5,5,4,1,38,UK,True,Amazon
Samsung,Galaxy Note 20,1053.93,2,Neutral,1,1,1,2,2,1,0,31,Germany,True,Amazon
OnePlus,OnePlus 11R,671.87,3,Neutral,5,4,3,4,2,4,1,18,USA,True,AliExpress
Realme,Realme 12 Pro,560.51,4,Positive,3,4,2,4,1,6,1,32,Australia,False,eBay
Google,Pixel 6,821.88,4,Positive,5,5,2,4,4,9,1,32,Brazil,False,Amazon
Xiaomi,Mi 13 Pro,600.73,3,Neutral,3,3,2,4,3,2,1,33,UAE,True,eBay
Apple,iPhone SE,1231.79,3,Neutral,3,3,3,4,3,3,1,24,Brazil,True,Flipkart
Motorola,Razr 40,472.89,5,Positive,4,2,5,5,2,5,1,38,Germany,True,BestBuy
Motorola,Moto G Power,698.88,4,Positive,4,4,5,3,2,7,1,36,India,True,BestBuy
Realme,Realme 12 Pro,220.33,4,Positive,4,5,2,3,3,8,1,37,India,True,eBay
Google,Pixel 7a,718.41,2,Neutral,3,2,2,2,1,0,0,53,USA,False,store
Motorola,Moto G Power,232.57,5,Positive,4,5,4,3,5,6,1,28,UAE,True,Amazon
OnePlus,OnePlus 12,645.52,4,Positive,4,2,3,4,3,3,1,19,USA,True,Amazon
OnePlus,OnePlus Nord 3,444.79,2,Negative,2,1,2,1,3,1,0,18,Brazil,True,eBay
Google,Pixel 8,576.13,4,Positive,4,2,4,3,1,5,1,51,Germany,True,AliExpress
Samsung,Galaxy Z Flip,1090.82,3,Positive,4,2,2,2,2,6,1,34,UK,True,AliExpress
Motorola,Razr 40,447.95,4,Positive,5,4,4,4,4,5,1,24,USA,True,Flipkart
Apple,iPhone 15 Pro,990.49,4,Positive,4,2,3,3,4,5,1,19,Australia,True,AliExpress
Xiaomi,Mi 13 Pro,438.71,3,Positive,2,1,3,3,3,6,1,22,UAE,True,AliExpress
Motorola,Razr 40,323.25,5,Positive,4,5,3,5,5,5,1,35,India,True,Amazon
Realme,Realme 12 Pro,360.32,1,Negative,2,2,1,1,2,1,0,39,UK,True,Flipkart
Motorola,Edge 50,341.59,2,Neutral,1,1,3,1,2,1,0,18,Australia,True,eBay
Samsung,Galaxy Note 20,1112.4,2,Neutral,2,1,1,1,1,4,0,18,Canada,True,Amazon
Apple,iPhone 14,960.04,1,Negative,1,2,1,1,1,5,0,18,India,True,Flipkart
Motorola,Moto G Power,761.97,2,Neutral,2,1,1,1,1,1,0,18,UAE,True,Amazon
Motorola,Moto G Power,687.3,5,Positive,5,5,4,4,5,5,1,18,UK,False,Amazon
Samsung,Galaxy Z Flip,1056.4,5,Positive,5,5,4,3,3,6,1,22,Brazil,True,BestBuy
Samsung,Galaxy Note 20,447.2,5,Positive,4,5,2,5,5,4,1,31,Brazil,True,eBay
Apple,iPhone SE,812.55,3,Positive,3,2,3,2,3,2,1,32,UAE,True,BestBuy
Realme,Realme 12 Pro,417.06,3,Positive,2,2,3,3,1,7,1,30,UAE,True,BestBuy
Samsung,Galaxy S24,416.7,3,Positive,2,4,2,2,3,7,1,26,Australia,True,Amazon
Realme,Realme Narzo 70,301.05,4,Positive,3,2,5,4,5,5,1,29,Canada,True,eBay
Google,Pixel 7a,1041.95,1,Negative,2,1,1,1,1,3,0,18,UK,True,AliExpress
Apple,iPhone 15 Pro,1181.93,1,Negative,1,1,1,1,1,2,0,35,Germany,True,AliExpress
Realme,Realme Narzo 70,439.24,1,Negative,2,2,1,2,1,1,0,34,USA,False,Flipkart
Google,Pixel 6,744.99,2,Negative,1,1,1,2,3,2,0,18,USA,True,store
Motorola,Edge 50,229.1,5,Positive,5,4,5,3,5,2,1,31,Canada,True,BestBuy
Motorola,Razr 40,463.35,2,Negative,2,1,2,1,2,3,0,22,UK,False,Flipkart
Xiaomi,Poco X6,377.49,2,Neutral,1,2,2,1,1,2,0,18,Germany,True,BestBuy
Xiaomi,Poco X6,202.88,3,Positive,2,4,3,3,3,5,1,18,UK,True,BestBuy
Samsung,Galaxy A55,1219.33,3,Neutral,3,3,4,2,1,2,0,44,UAE,True,Flipkart
OnePlus,OnePlus 11R,587.28,5,Positive,3,5,4,5,5,3,1,20,UAE,True,eBay
Samsung,Galaxy S24,727.81,3,Positive,2,4,2,2,3,9,1,28,Canada,True,Flipkart
Realme,Realme 12 Pro,410.15,4,Positive,4,4,2,3,2,4,1,31,UK,True,BestBuy
Google,Pixel 7a,1085.12,4,Positive,4,5,3,4,2,3,1,23,UK,True,BestBuy
Xiaomi,Mi 13 Pro,632.81,1,Negative,1,1,1,2,1,0,0,28,USA,True,AliExpress
Motorola,Razr 40,505.19,5,Positive,5,5,5,5,4,3,1,34,USA,True,Flipkart
OnePlus,OnePlus Nord 3,821.73,4,Positive,3,4,5,4,2,5,1,18,Australia,True,AliExpress
Google,Pixel 7a,549.31,4,Positive,3,5,3,4,3,4,1,49,Brazil,True,Amazon
Samsung,Galaxy S24,1399.14,2,Negative,1,1,1,2,4,1,0,32,Canada,True,Flipkart
Apple,iPhone 14,990.69,4,Positive,2,4,3,3,4,2,1,25,Brazil,True,AliExpress
Motorola,Moto G Power,278.13,4,Positive,3,3,4,4,1,2,1,33,Brazil,True,AliExpress
OnePlus,OnePlus Nord 3,520.97,3,Negative,4,3,2,2,4,2,0,44,USA,True,AliExpress
OnePlus,OnePlus Nord 3,799.58,3,Positive,3,3,3,2,2,5,1,29,USA,False,Amazon
Google,Pixel 6,902.48,4,Positive,4,5,2,5,3,8,1,24,India,True,Amazon
Apple,iPhone SE,1452.96,4,Neutral,4,4,5,2,4,1,1,41,Germany,False,eBay
Motorola,Edge 50,627.16,2,Neutral,1,1,2,1,1,2,0,29,Australia,True,store
Motorola,Razr 40,304.96,1,Negative,1,1,1,1,1,3,0,23,Canada,True,Amazon
Xiaomi,Mi 13 Pro,332.52,3,Neutral,3,3,4,3,3,3,1,32,UAE,True,BestBuy
OnePlus,OnePlus 11R,424.76,3,Positive,2,1,4,1,3,2,0,25,UK,True,Flipkart
Apple,iPhone 14,1196.73,5,Positive,5,5,5,5,5,3,1,18,USA,True,BestBuy
Motorola,Edge 50,416.35,3,Neutral,1,1,3,2,1,4,0,19,Canada,True,BestBuy
Xiaomi,Redmi Note 13,667.55,2,Neutral,1,1,3,1,1,1,0,23,UK,False,BestBuy
Realme,Realme Narzo 70,512.86,3,Neutral,2,1,1,1,1,2,0,28,Brazil,True,AliExpress
Xiaomi,Mi 13 Pro,311.23,2,Negative,1,1,1,2,2,0,0,34,UK,True,AliExpress
Realme,Realme 12 Pro,439.03,2,Negative,2,2,1,3,2,5,0,30,Germany,False,BestBuy
Motorola,Edge 50,593.58,2,Neutral,2,1,3,1,3,2,0,42,UAE,True,BestBuy
Samsung,Galaxy Note 20,468.49,2,Positive,2,1,1,1,2,5,0,32,Canada,True,eBay
Apple,iPhone 13,1106.38,2,Positive,2,2,1,1,3,3,0,38,USA,False,Amazon
Realme,Realme 12 Pro,430.38,5,Positive,3,4,5,5,5,2,1,28,UAE,True,eBay
Motorola,Moto G Power,420.12,4,Positive,5,3,4,5,4,4,1,36,UK,False,Flipkart
Xiaomi,Redmi Note 13,521.46,5,Positive,5,5,5,5,4,6,1,19,UAE,False,Flipkart
Realme,Realme 12 Pro,181.53,4,Positive,4,5,3,2,3,2,1,29,Australia,True,Flipkart
Motorola,Edge 50,208.91,3,Neutral,2,2,1,3,2,5,0,27,UK,True,Amazon
Motorola,Moto G Power,501.43,5,Positive,5,5,4,4,4,6,1,27,Brazil,False,Flipkart
Samsung,Galaxy S24,463.9,4,Positive,5,4,5,4,4,6,1,36,India,True,Flipkart
Xiaomi,Redmi Note 13,368.92,4,Positive,4,4,2,4,4,3,1,18,UK,True,AliExpress
OnePlus,OnePlus 11R,708.47,1,Negative,1,3,1,1,1,2,0,39,UK,True,Flipkart
Xiaomi,Mi 13 Pro,297.46,3,Positive,1,3,2,2,2,9,1,27,Brazil,True,Flipkart
Xiaomi,Poco X6,219.97,1,Neutral,1,1,2,2,1,1,0,30,Brazil,True,eBay
Google,Pixel 8,1028.57,3,Neutral,1,2,2,3,2,1,0,26,Canada,True,Amazon
Xiaomi,Poco X6,624.32,2,Negative,2,2,2,1,3,1,0,21,Germany,False,Flipkart
OnePlus,OnePlus 11R,489.96,3,Neutral,1,2,1,2,1,1,0,38,Germany,True,eBay
Realme,Realme Narzo 70,305.75,3,Positive,2,3,3,4,2,8,1,21,Australia,True,Amazon
Apple,iPhone SE,1161.34,4,Positive,4,3,3,4,4,9,1,18,India,False,BestBuy
OnePlus,OnePlus Nord 3,816.36,3,Positive,2,3,2,1,4,3,0,18,USA,True,AliExpress
Google,Pixel 6,644.15,2,Neutral,1,2,1,1,1,2,0,21,USA,True,Flipkart
Realme,Realme 12 Pro,260.54,3,Neutral,1,2,5,2,3,2,0,21,UAE,True,Amazon
OnePlus,OnePlus Nord 3,562.66,3,Neutral,2,1,3,2,4,0,0,27,UK,True,Amazon
Apple,iPhone SE,834.08,4,Positive,2,4,3,2,3,9,1,26,Australia,True,store
OnePlus,OnePlus 12,820.97,3,Negative,3,2,1,2,2,2,0,28,UK,False,BestBuy
Samsung,Galaxy Z Flip,1078.83,4,Positive,3,4,5,4,3,4,1,33,Germany,True,AliExpress
Motorola,Razr 40,639.84,3,Neutral,4,4,4,3,4,3,1,27,Germany,True,eBay
Samsung,Galaxy A55,842.29,2,Negative,2,1,3,1,2,2,0,31,Australia,True,BestBuy
Xiaomi,Mi 13 Pro,471.47,4,Positive,3,2,3,2,5,7,1,28,Brazil,True,BestBuy
Xiaomi,Poco X6,673.47,1,Negative,1,1,1,1,1,2,0,29,USA,True,BestBuy
Realme,Realme 12 Pro,568.82,4,Positive,3,4,4,3,5,4,1,22,Germany,True,AliExpress
Realme,Realme 12 Pro,230.58,3,Positive,2,1,1,3,4,3,0,25,USA,True,Amazon
Samsung,Galaxy A55,612.9,2,Neutral,3,3,2,3,1,2,0,40,India,False,eBay
Motorola,Razr 40,788.86,4,Positive,4,2,3,4,4,5,1,35,USA,True,Amazon
Samsung,Galaxy A55,646.06,4,Positive,4,2,5,4,3,5,1,18,UAE,True,AliExpress
Motorola,Edge 50,242.48,3,Neutral,1,3,1,3,3,0,0,28,Germany,True,BestBuy
Realme,Realme 12 Pro,344.59,3,Positive,3,4,1,5,3,8,1,32,UAE,False,Flipkart
Samsung,Galaxy A55,765.53,5,Positive,4,5,4,5,4,4,1,33,UAE,True,BestBuy
Realme,Realme 12 Pro,313.71,3,Positive,2,3,2,2,3,4,1,45,Brazil,True,AliExpress
Samsung,Galaxy Z Flip,870.91,2,Neutral,1,2,2,1,2,3,0,31,Australia,True,eBay
Apple,iPhone 13,1465.22,1,Negative,2,2,1,1,1,3,0,43,India,True,Flipkart
Xiaomi,Redmi Note 13,486.97,2,Negative,1,1,2,2,2,0,0,35,UAE,True,Amazon
Realme,Realme Narzo 70,471.77,3,Positive,5,3,2,1,3,3,1,18,Germany,True,AliExpress
Samsung,Galaxy Z Flip,1170.36,2,Negative,3,3,1,1,3,1,0,22,Canada,True,BestBuy
Google,Pixel 7a,757.88,3,Positive,4,3,3,4,3,5,1,31,Brazil,False,eBay
OnePlus,OnePlus 12,883.12,3,Neutral,3,3,2,3,4,3,1,27,India,False,Amazon
Apple,iPhone 14,1128.67,5,Positive,1,3,3,4,5,4,1,25,India,True,Amazon
Apple,iPhone SE,1029.11,4,Positive,4,3,4,5,5,7,1,20,UK,True,BestBuy
Apple,iPhone 14,739.55,3,Neutral,2,2,4,3,3,3,0,36,Germany,True,store
Xiaomi,Poco X6,229.42,4,Positive,4,5,5,5,4,3,1,25,UAE,True,Flipkart
Samsung,Galaxy Note 20,668.8,2,Neutral,2,2,2,2,3,0,0,32,India,True,BestBuy
OnePlus,OnePlus 11R,751.24,2,Neutral,4,1,2,2,1,1,0,18,USA,True,BestBuy
Google,Pixel 6,794.65,3,Positive,1,3,4,1,3,3,0,41,India,False,Amazon
Samsung,Galaxy S24,1134.26,1,Negative,1,1,1,1,1,3,0,55,Australia,True,AliExpress
Apple,iPhone 13,1347.73,4,Positive,3,4,4,3,4,6,1,35,Germany,True,Amazon
OnePlus,OnePlus 11R,745.19,4,Positive,4,5,4,5,5,5,1,31,Germany,True,Flipkart
Samsung,Galaxy A55,1251.04,2,Negative,1,1,1,1,1,3,0,39,Brazil,True,eBay
Samsung,Galaxy S24,601.09,2,Negative,3,1,3,1,5,4,0,22,Canada,True,store
OnePlus,OnePlus 11R,917.44,3,Positive,4,2,3,3,2,9,1,18,India,True,AliExpress
Samsung,Galaxy S24,1276.18,2,Neutral,1,1,1,2,2,2,0,38,Brazil,True,AliExpress
Apple,iPhone 15 Pro,1070.23,2,Neutral,2,1,2,2,1,3,0,37,India,True,AliExpress
Samsung,Galaxy Z Flip,1385.6,4,Positive,4,3,2,3,2,8,1,18,Germany,True,Flipkart
Apple,iPhone 13,1381.58,2,Negative,1,3,2,1,4,0,0,38,USA,True,Flipkart
Google,Pixel 8,664.24,3,Neutral,2,3,2,3,1,1,0,32,Australia,True,BestBuy
Xiaomi,Poco X6,202.54,3,Positive,2,3,2,2,3,2,0,39,Germany,True,AliExpress
Realme,Realme 12 Pro,574.01,4,Positive,4,2,3,3,4,4,1,38,UAE,True,Flipkart
Apple,iPhone 14,1120.82,4,Positive,2,3,3,3,4,2,1,18,Australia,True,eBay
Google,Pixel 6,633.01,4,Neutral,4,3,4,3,3,1,1,35,Germany,False,store
OnePlus,OnePlus 11R,723.26,2,Negative,1,1,2,1,1,1,0,28,UAE,True,store
Samsung,Galaxy Note 20,800.9,4,Neutral,4,2,4,2,3,0,1,26,India,False,store
Google,Pixel 7a,926.19,3,Negative,2,1,3,2,2,2,0,36,Australia,False,Amazon
Apple,iPhone SE,777.02,4,Positive,3,3,2,3,3,5,1,28,Germany,True,AliExpress
Google,Pixel 8,608.15,1,Negative,1,1,1,1,1,1,0,31,USA,True,Amazon
Motorola,Edge 50,611.72,3,Neutral,4,5,3,4,3,5,1,31,UK,True,Amazon
Motorola,Edge 50,607.84,3,Positive,3,3,3,1,4,6,1,37,UK,False,BestBuy
Xiaomi,Poco X6,284.55,5,Positive,3,5,5,5,5,3,1,32,India,True,AliExpress
Google,Pixel 6,930.64,1,Negative,2,3,1,2,1,3,0,30,Germany,True,eBay
Motorola,Edge 50,336.29,5,Positive,5,4,5,4,5,2,1,27,Australia,False,BestBuy
Xiaomi,Redmi Note 13,494.47,2,Neutral,1,1,1,2,3,1,0,23,Brazil,True,AliExpress
Samsung,Galaxy A55,1230.66,3,Positive,3,1,4,2,1,3,0,24,Australia,False,eBay
Google,Pixel 8,765.15,2,Negative,2,1,2,2,2,3,0,21,India,True,BestBuy
Google,Pixel 7a,871.88,1,Negative,2,1,1,1,1,0,0,39,Australia,False,Amazon
Realme,Realme 12 Pro,307.33,3,Neutral,2,1,3,5,4,3,1,28,USA,True,BestBuy
Apple,iPhone SE,872.29,2,Neutral,2,2,1,2,3,1,0,46,Brazil,True,BestBuy
OnePlus,OnePlus 11R,671.99,2,Negative,2,1,1,1,2,1,0,46,UAE,True,BestBuy
Motorola,Edge 50,545.74,4,Positive,4,3,5,4,5,4,1,32,USA,True,BestBuy
OnePlus,OnePlus 11R,807.46,1,Neutral,1,1,1,1,1,2,0,48,Brazil,True,Amazon
Motorola,Edge 50,673.67,4,Positive,3,5,5,3,4,4,1,18,Canada,True,AliExpress
OnePlus,OnePlus 12,798.03,3,Positive,2,3,3,4,1,6,1,33,Brazil,True,BestBuy
Apple,iPhone SE,1360.57,3,Positive,3,2,3,3,4,5,1,45,USA,True,eBay
Apple,iPhone 15 Pro,1496.17,4,Positive,2,4,4,4,3,6,1,38,Australia,True,store
Google,Pixel 8,637.14,4,Positive,5,3,5,3,2,3,1,33,UAE,True,Flipkart
Google,Pixel 8,1076.18,4,Positive,4,4,3,2,4,9,1,25,UK,True,eBay
Xiaomi,Poco X6,578.97,5,Positive,4,4,3,4,4,4,1,18,Canada,True,AliExpress
Apple,iPhone 15 Pro,925.05,3,Neutral,2,1,3,3,2,3,0,18,Canada,True,BestBuy
Motorola,Edge 50,714.94,5,Positive,5,4,5,3,4,2,1,18,UK,False,Flipkart
OnePlus,OnePlus 11R,422.52,4,Positive,3,5,3,4,3,1,1,26,Australia,True,AliExpress
Apple,iPhone 14,840.29,1,Negative,1,1,1,1,1,0,0,37,Australia,True,Flipkart
Apple,iPhone 15 Pro,994.89,3,Positive,2,3,2,2,3,0,0,20,USA,True,eBay
Apple,iPhone 14,783.35,3,Negative,2,1,1,3,5,7,0,18,Canada,False,Amazon
OnePlus,OnePlus Nord 3,381.24,4,Positive,3,2,5,3,5,1,1,23,Brazil,True,AliExpress
Motorola,Moto G Power,638.28,2,Negative,2,1,1,1,1,5,0,45,UAE,True,AliExpress
Xiaomi,Poco X6,360.98,3,Neutral,2,2,4,3,4,1,0,19,Brazil,False,Flipkart
Google,Pixel 7a,984.06,5,Positive,4,5,5,4,5,6,1,18,USA,False,Flipkart
Xiaomi,Redmi Note 13,225.4,1,Neutral,1,1,1,1,1,0,0,18,USA,True,eBay
Realme,Realme 12 Pro,290.74,3,Neutral,1,1,2,3,2,4,0,33,Brazil,True,Amazon
Apple,iPhone 15 Pro,1011.68,4,Neutral,4,5,4,2,4,2,1,27,Canada,True,Amazon
Motorola,Razr 40,565.22,4,Positive,4,2,4,4,2,3,1,23,USA,True,Amazon
OnePlus,OnePlus 12,797.22,3,Neutral,4,2,3,3,2,1,0,18,Australia,True,AliExpress
Apple,iPhone SE,848.24,3,Neutral,2,5,2,2,4,2,1,29,India,True,Amazon
OnePlus,OnePlus 11R,781.16,5,Positive,5,5,4,4,5,6,1,45,Germany,True,Flipkart
Xiaomi,Mi 13 Pro,279.87,2,Positive,1,2,2,1,1,3,0,40,Australia,True,eBay
Realme,Realme Narzo 70,454.54,4,Positive,3,5,3,3,5,5,1,42,UAE,False,Amazon
Motorola,Edge 50,306.83,2,Negative,1,1,1,1,1,2,0,21,Brazil,True,BestBuy
Samsung,Galaxy Note 20,979.06,4,Positive,5,3,3,5,3,2,1,29,Germany,True,AliExpress
Motorola,Edge 50,645.92,3,Positive,2,2,2,4,4,6,1,41,UAE,True,BestBuy
OnePlus,OnePlus 12,800.63,5,Positive,3,5,5,4,2,8,1,33,Australia,True,eBay
Samsung,Galaxy Z Flip,1108.77,3,Positive,3,2,2,3,3,6,1,41,UAE,True,BestBuy
Realme,Realme 12 Pro,495.78,4,Positive,5,3,4,5,4,8,1,20,UAE,True,Flipkart
Samsung,Galaxy S24,1392.5,2,Negative,1,1,3,1,2,2,0,30,India,True,BestBuy
Realme,Realme 12 Pro,250.49,1,Negative,1,1,1,1,1,1,0,31,India,True,eBay
Realme,Realme 12 Pro,573.21,1,Negative,1,1,1,1,1,2,0,37,USA,True,BestBuy
Apple,iPhone 13,1214.34,3,Positive,2,2,1,2,2,4,0,25,Canada,True,BestBuy
OnePlus,OnePlus 11R,416.91,3,Neutral,1,1,1,2,1,1,0,26,Canada,True,AliExpress
Apple,iPhone SE,819.81,4,Positive,5,5,4,5,3,6,1,28,UK,True,AliExpress
Realme,Realme Narzo 70,578.38,1,Negative,1,1,1,1,1,0,0,18,Germany,False,AliExpress
Apple,iPhone SE,1163.22,5,Positive,4,5,3,4,5,6,1,33,Canada,True,eBay
Samsung,Galaxy S24,1328.14,3,Neutral,2,2,1,1,1,3,0,21,USA,True,Amazon
Motorola,Razr 40,465.22,3,Positive,4,3,2,3,4,3,1,35,India,True,eBay
Apple,iPhone SE,1214.86,3,Positive,2,1,3,3,2,2,0,43,UK,True,Amazon
Samsung,Galaxy S24,882.11,4,Positive,3,2,3,5,5,4,1,27,India,True,eBay
Google,Pixel 6,835.66,4,Neutral,2,4,4,3,2,1,1,43,UAE,True,eBay
Apple,iPhone 15 Pro,1456.68,2,Negative,1,1,1,1,1,0,0,18,UK,False,AliExpress
Samsung,Galaxy A55,1157.32,4,Positive,3,2,2,3,3,8,1,19,Germany,True,AliExpress
Xiaomi,Poco X6,269.79,4,Positive,4,4,5,3,4,3,1,34,Brazil,True,eBay
Xiaomi,Mi 13 Pro,210.36,3,Positive,3,2,5,3,1,8,1,45,UAE,True,AliExpress
OnePlus,OnePlus 12,602.45,3,Neutral,2,2,2,1,1,1,0,20,USA,True,AliExpress
Apple,iPhone 14,873.48,1,Negative,1,1,1,1,2,0,0,42,UAE,False,store
Realme,Realme Narzo 70,416.81,5,Positive,2,5,5,4,4,3,1,23,Australia,True,eBay
OnePlus,OnePlus 11R,432.83,3,Positive,3,3,2,3,3,6,1,25,India,True,BestBuy
Xiaomi,Poco X6,285.16,3,Neutral,1,2,2,2,3,2,0,41,Canada,False,Flipkart
Xiaomi,Poco X6,659.37,4,Positive,4,4,4,5,4,3,1,29,India,True,store
Apple,iPhone 14,1352.19,2,Negative,1,1,1,2,1,1,0,18,Germany,True,Amazon
Xiaomi,Poco X6,326.68,2,Negative,1,1,1,2,2,0,0,30,UK,True,Amazon
Realme,Realme 12 Pro,217.2,4,Positive,3,4,4,3,2,8,1,24,Brazil,True,Flipkart
Apple,iPhone 13,921.92,2,Neutral,1,1,1,1,1,2,0,18,Canada,True,Flipkart
Xiaomi,Redmi Note 13,406.05,4,Positive,3,3,5,3,2,6,1,29,Brazil,True,store
OnePlus,OnePlus Nord 3,785.86,3,Positive,2,3,2,2,4,3,1,28,Brazil,True,Amazon
Xiaomi,Mi 13 Pro,358.39,4,Positive,4,3,2,5,2,3,1,42,India,True,eBay
Realme,Realme Narzo 70,225.59,5,Positive,5,4,4,5,4,6,1,26,Brazil,False,Flipkart
Google,Pixel 7a,651.93,3,Neutral,2,4,3,3,3,0,0,23,UAE,True,AliExpress
Realme,Realme 12 Pro,535.6,3,Negative,2,4,4,3,2,2,0,18,Australia,True,AliExpress
Apple,iPhone 13,1029.58,3,Positive,3,2,3,2,2,4,1,39,Australia,True,BestBuy
Apple,iPhone 14,894.32,5,Positive,5,5,4,4,4,7,1,33,UAE,False,store
Apple,iPhone SE,952.46,3,Neutral,2,1,1,1,1,3,0,18,UK,True,AliExpress
Xiaomi,Mi 13 Pro,309.12,5,Positive,5,5,5,3,5,5,1,18,USA,True,store
Google,Pixel 8,906.83,4,Positive,3,3,4,5,3,2,1,30,Canada,True,Amazon
Samsung,Galaxy Z Flip,1296.93,5,Positive,4,3,5,4,4,8,1,44,Brazil,True,AliExpress
